Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Wenceel Pérez","DET",18,77.0395,69.5005,16.4283,10.2912,3.3295,0.433829,2.37382,9.50423,8.44988,6.13265,0.0965821,14.8905,0.538326,0.632828,0.235157,1.02783,1.67107,0.512183,0.236377,0.0796039,0.193284,0.411849,0.300755,0.399233,0.307047,0.699988,0.162857,5.47061,0.265836,,0.0336785,8.5257,-0.620653,93.7049,0.0336785,0.03,-0.5371983647346497,-0.75502416677773,0.146783,748.5399780273438,,,,,,,69.1,3.838888888,69.1,3.838888888,,,,,,,,,,,,,,,,,,,"Wenceel Perez","22857",672761
"Andruw Monasterio","BOS",18,75.8422,68.6169,16.3455,10.6682,3.0171,0.225958,2.43425,8.90599,8.94362,5.88561,0.048847,18.3561,0.673776,0.541547,0.124376,0.998992,1.71034,0.617909,0.238214,0.0776034,0.242031,0.320635,0.302503,0.395198,0.307206,0.697701,0.156984,4.7592,0.287613,,-0.00378758,8.40292,-0.601294,89.8446,-0.00378758,-0.57,-0.9104331720154732,-0.34272727370262146,0.146429,999,,,,,,,70.1,3.894444444,70.1,3.894444444,,,,,,,,,,,,,,,,,,,"Andruw Monasterio","19455",655316
"Colby Thomas","ATH",19,83.4705,76.6889,18.5115,10.8773,3.99247,0.345371,3.29641,10.7301,10.4855,4.72594,0.0100181,23.8543,1.15753,0.612362,0.285693,1.08621,1.37198,0.392884,0.241384,0.0566181,0.285782,0.198116,0.293263,0.431404,0.314896,0.724667,0.19002,5.17281,0.303388,,0.0237409,9.76667,-0.143188,96.5074,0.0237409,-0.39,-0.319428026676178,-1.2227160334587097,0.144607,748.5900268554688,,,,,,,89.1,4.689473684,89.1,4.689473684,,,,,,,,,,,,,,,,,,,"Colby Thomas","31855",687515
"José Tena","WSN",28,122.235,111.976,27.2863,18.6646,5.57817,0.388302,2.65517,13.7683,12.8411,8.29282,0.135729,33.2203,0.789068,0.664565,0.513192,2.24739,3.15153,0.923408,0.24368,0.067843,0.271773,0.249631,0.29878,0.371568,0.296313,0.670348,0.127887,5.04319,0.320865,,0.103226,12.4674,-2.04477,85.5754,0.103226,-0.55,-2.0072115808725357,-0.5383216831833124,0.144496,999,,,,,,,114.7,4.096428571,114.7,4.096428571,,,,,,,,,,,,,,,,,,,"Jose Tena","23691",677588
"Kameron Misner","KCR",25,111.014,99.4038,21.2052,13.167,5.02892,0.380706,2.62855,12.5766,10.9627,9.72836,0.09615,34.7707,0.811109,0.731197,0.339156,1.28236,3.02886,0.71382,0.213323,0.0876321,0.313211,0.279786,0.286829,0.350903,0.284094,0.637732,0.13758,5.57261,0.296109,,0.186366,10.227,-2.95282,75.1702,0.186366,0.15,-3.0583641678094864,0.5358024537563324,0.144427,999,,,,,,,97.2,3.888,97.2,3.888,,,,,,,,,,,,,,,,,,,"Kameron Misner","26374",670224
"Myles Straw","TOR",16,66.7658,59.5409,14.5949,10.7637,2.35669,0.472415,1.00208,7.94824,5.09291,5.11908,0.169351,11.8628,0.258098,0.509589,1.33806,1.15162,2.09452,0.481277,0.245123,0.0766722,0.177679,0.431522,0.305254,0.351063,0.291619,0.656316,0.10594,6.00265,0.288071,,0.13585,6.55658,-1.37004,83.9763,0.13585,0.42,-1.123497098684311,0.17308640480041504,0.144423,999,,,,,,,58,3.625,58,3.625,,,,,,,,,,,,,,,,,,,"Myles Straw","17620",664702
"Cam Cauley","TEX",27,112.931,103.183,22.2094,14.5397,4.55586,0.705574,2.40825,12.7307,9.96528,8.03779,0.131553,31.3276,0.566388,0.660647,0.483038,1.41205,4.1043,0.392538,0.215243,0.0711744,0.277405,0.256572,0.274025,0.343091,0.273531,0.617116,0.127848,6.55135,0.282438,,0.537309,9.43998,-3.96751,72.3698,0.537309,0,-3.1357372999191284,0.5147058367729187,0.141344,999,,,,,,,93.8,3.474074074,93.8,3.474074074,,,,,,,,,,,,,,,,,,,"Cam Cauley","29710",695508
"Esmerlyn Valdez","PIT",21,92.4274,83.0886,19.3955,11.7994,3.82504,0.198489,3.57259,10.7128,12.1425,7.58742,0.10528,25.9685,1.0387,0.570575,0.142113,1.44486,0.448558,0.1191,0.233432,0.0820905,0.280961,0.292178,0.303641,0.413237,0.314405,0.716879,0.179806,3.15883,0.292378,,-0.0666969,10.778,-0.195219,95.8926,-0.0666969,0,-0.5210981890559196,-1.0928078889846802,0.140837,999,,,,,,,99.6,4.742857142,99.6,4.742857142,,,,,,,,,,,,,,,,,,,"Esmerlyn Valdez","29005",699013
"James Outman","DET",24,102.719,91.0546,17.8325,10.3673,3.67883,0.350149,3.43623,12.0565,11.0816,9.36133,0.196973,37.0557,1.6553,0.54375,0.104393,1.09887,2.16155,0.639651,0.195844,0.0911351,0.360747,0.252629,0.28114,0.357152,0.284232,0.638292,0.161308,5.33279,0.281692,,0.0563249,9.4744,-2.72073,78.0477,0.0563249,0,-2.598037302494049,0.32258063554763794,0.139591,999,,,,,,,83.6,3.483333333,83.6,3.483333333,,,,,,,,,,,,,,,,,,,"James Outman","24770",681546
"Max Clark","DET",12,50.372,45.316,10.9474,7.52418,2.26606,0.195309,0.961817,5.79879,4.83334,4.23067,0.187935,9.38707,0.362421,0.320579,0.142332,0.884592,1.16681,0.202279,0.241579,0.0839886,0.186355,0.450692,0.309388,0.363879,0.298652,0.673267,0.1223,5.09541,0.282976,,0.0868714,5.23288,-0.747426,87.9436,0.0868714,0,-0.6280089840292931,0.18518517911434174,0.136815,999,,,,,,,45.7,3.808333333,45.7,3.808333333,,,,,,,,,,,,,,,,,,,"Max Clark","sa3022683",703601
"Ke'Bryan Hayes","CIN",20,86.0619,78.8623,19.1078,13.7688,3.22641,0.36735,1.74526,9.51084,8.44648,5.79622,0.109998,15.8393,0.59963,0.601218,0.202551,1.7247,1.49809,0.611793,0.242293,0.0673495,0.184045,0.36594,0.29704,0.358913,0.290708,0.655952,0.11662,4.73997,0.280588,,-0.0588859,8.38818,-1.82933,76.9172,-0.0588859,0.68,-2.4366694130003452,0.9886419773101807,0.136697,999,,,,,,,75,3.75,75,3.75,,,,,,,,,,,,,,,,,,,"Ke'Bryan Hayes","18577",663647
"Brady House","WSN",27,115.279,107.65,26.4328,18.245,4.8863,0.464322,2.83718,12.02,13.5614,5.7851,0.173272,31.0248,0.924799,0.764368,0.154645,2.17303,1.15529,0.380432,0.245544,0.0501835,0.269128,0.186467,0.287886,0.378628,0.292238,0.666514,0.133084,4.23701,0.316497,,-0.0568282,11.3783,-2.3079,82.825,-0.0568282,-0.39,-2.4266607463359833,0.02666667103767395,0.136341,710.1199951171875,,,,,,,103.2,3.822222222,103.2,3.822222222,,,,,,,,,,,,,,,,,,,"Brady House","29993",691781
"David Hamilton","MIL",49,214.589,192.557,40.8285,28.2631,6.79753,1.25975,4.50811,26.5868,16.9532,17.224,0.270985,55.6866,1.24487,1.21873,2.3443,1.89693,16.4455,2.90319,0.212033,0.0802651,0.259504,0.309302,0.279382,0.330654,0.272674,0.610036,0.118621,7.53983,0.271897,,1.84486,17.7891,-7.6875,70.3521,1.84486,-0.77,-5.770211577415466,0.13492810726165771,0.135184,743.3300170898438,,,,,,,185.6,3.787755102,185.6,3.787755102,,,,,,,,,,,,,,,,,,,"David Hamilton","27531",666152
"Alejandro Osuna","TEX",23,96.2368,85.2206,20.7767,15.2709,4.09285,0.36886,1.04416,10.9347,7.45689,7.93057,0.209058,17.8561,1.53591,0.765868,0.783858,1.85674,3.0526,0.752557,0.243799,0.0824068,0.185543,0.444138,0.316839,0.33724,0.294338,0.654079,0.0934405,5.3914,0.294138,,0.170271,9.66217,-1.76335,86.6494,0.170271,0.08,-1.3421420603990555,-0.7645082920789719,0.133342,999,,,,,,,86.5,3.760869565,86.5,3.760869565,,,,,,,,,,,,,,,,,,,"Alejandro Osuna","27915",696030
"Joey Loperfido","HOU",40,173.111,155.758,35.1784,23.8226,7.52392,0.584255,3.24763,18.6438,15.6131,12.6663,0.615856,49.0504,2.59648,1.0855,1.00485,2.87105,3.28058,0.791433,0.225853,0.0731686,0.283347,0.25823,0.293082,0.344212,0.283711,0.637293,0.118359,4.87889,0.305425,,0.126252,15.8942,-4.65808,78.5212,0.126252,0.88,-4.250616908073425,-0.591984748840332,0.132884,746.02001953125,,,,,,,148,3.7,148,3.7,,,,,,,,,,,,,,,,,,,"Joey Loperfido","29630",694388
"Nathaniel Lowe","CIN",41,176.127,153.769,37.3816,25.5268,6.49174,0.169429,5.19373,20.3087,19.7312,19.989,0.482104,41.9735,1.11535,1.06063,0.193042,3.68488,0.40871,0.147374,0.243103,0.113492,0.238314,0.47623,0.332432,0.388853,0.321061,0.721286,0.14575,2.29946,0.298972,,-0.222626,21.4853,0.575051,97.4036,-0.222626,0.03,-0.7699840217828751,-3.654640408232808,0.13133,999,,,,,,,180.6,4.404878048,180.6,4.404878048,,,,,,,,,,,,,,,,,,,"Nathaniel Lowe","19566",663993
"Rob Refsnyder","SEA",13,57.1953,50.1839,11.7588,7.52552,2.15823,0.130629,1.94441,6.74115,6.62295,5.44075,0.114424,14.9222,0.840967,0.394452,0.197728,1.00449,0.507665,0.162979,0.234314,0.0951258,0.2609,0.364607,0.317279,0.398763,0.316652,0.716042,0.164449,3.8684,0.291126,,-0.0380301,6.77339,-0.0169993,107.12,-0.0380301,-0.02,0.44131122156977654,-1.1883006282150745,0.130545,999,,,,,,,61.7,4.746153846,61.7,4.746153846,,,,,,,,,,,,,,,,,,,"Rob Refsnyder","13770",608701
"Adrian Del Castillo","ARI",17,70.4426,63.538,14.1138,8.83972,3.08938,0.147363,2.03737,7.36563,8.62419,5.70123,0.141904,19.302,0.565569,0.547073,0.0907497,1.00586,0.148029,0.0535193,0.222132,0.0809344,0.27401,0.29537,0.289696,0.371589,0.291911,0.661285,0.149457,2.61277,0.282519,,-0.0714578,6.93429,-1.42887,81.6053,-0.0714578,0.44,-1.622417375445366,0.6069472432136536,0.129131,999,,,,,,,62.9,3.7,62.9,3.7,,,,,,,,,,,,,,,,,,,"Adrian Del Castillo","29554",680728
"Tyler Austin","CHC",9,39.8625,35.1873,8.68428,5.01172,1.74708,0.0891306,1.83635,5.21695,5.7794,4.01969,0.119618,10.588,0.298816,0.266776,0.08996,0.679381,0.123086,0.0222059,0.246801,0.100839,0.265613,0.379645,0.326928,0.458082,0.341136,0.78501,0.21128,3.16325,0.297352,,-0.033153,5.50921,0.776616,117.591,-0.033153,0,0.8061758503317833,-0.8333333134651184,0.128683,999,,,,,,,52,5.777777777,52,5.777777777,,,,,,,,,,,,,,,,,,,"Tyler Austin","11850",592122
"Joshua Kuroda-Grauer","ATH",11,46.7037,43.6618,11.8896,8.85525,2.38845,0.181224,0.464707,5.34262,4.492,2.08195,0.0607008,5.03091,0.489024,0.299197,0.171749,1.02012,1.00085,0.194327,0.272312,0.0445778,0.10772,0.413832,0.310767,0.367247,0.299603,0.678014,0.0949347,5.10968,0.297018,,0.0599393,4.88767,-0.657128,86.0119,0.0599393,0,-0.709082767367363,0.315255731344223,0.128553,999,,,,,,,36.9,3.354545454,36.9,3.354545454,,,,,,,,,,,,,,,,,,,"Joshua Kuroda-Grauer","35121",811965
"Josh Lowe","LAA",43,181.405,164.873,37.5859,23.9193,7.81972,0.634219,5.21264,20.7557,18.61,13.801,0.835488,50.5734,0.960144,1.37076,0.40003,2.16188,5.93488,1.49274,0.227968,0.0760783,0.278786,0.272891,0.289202,0.377938,0.292316,0.66714,0.14997,5.64807,0.293082,,0.370747,17.9167,-3.62031,82.6621,0.370747,0,-3.331577569246292,-1.848544955253601,0.128535,297.0899963378906,,,,,,,177.3,4.123255813,177.3,4.123255813,,,,,,,,,,,,,,,,,,,"Josh Lowe","19953",666139
"Jesus Rodriguez","SFG",6,24.5896,22.406,5.87696,4.41778,1.02298,0.0997147,0.336485,2.76021,2.31822,1.76346,0.102713,3.52682,0.1985,0.17753,0.044116,0.518344,0.528729,0.0985199,0.262294,0.0717159,0.143427,0.500015,0.319363,0.361904,0.30216,0.681267,0.09961,4.90115,0.295962,,0.0319343,2.62417,-0.295181,91.8833,0.0319343,0.21,-0.2069598101079464,0.672962948679924,0.128414,999,,,,,,,22.4,3.733333333,22.4,3.733333333,,,,,,,,,,,,,,,,,,,"Jesus Rodriguez","26991",683679
"Enrique Hernández","LAD",19,81.7035,74.3006,17.2143,10.534,3.59136,0.14448,2.94441,9.68922,10.1405,5.83307,0.0438911,18.3963,0.497327,0.66553,0.322828,1.25995,0.2201,0.0819426,0.231684,0.0713931,0.225159,0.317079,0.289615,0.402793,0.302821,0.692408,0.171109,2.96108,0.266102,,-0.0785757,8.76292,-0.937155,90.4548,-0.0785757,-0.49,-1.0120365247130394,-0.39226339757442474,0.126767,999,,,,,,,79,4.157894736,79,4.157894736,,,,,,,,,,,,,,,,,,,"Enrique Hernandez","10472",571771
"Starling Marte","KCR",27,117.069,105.585,27.5114,19.4055,4.77642,0.533207,2.79627,14.5107,12.3744,7.78986,0.0955669,25.1634,2.04534,0.710823,0.937859,2.59657,2.43315,0.993692,0.260561,0.0665407,0.214945,0.309571,0.32159,0.39535,0.317059,0.716939,0.134788,5.0443,0.3155,,-0.0775734,13.9025,0.00375792,97.7935,-0.0775734,-0.05,-0.3816443234682083,-2.538095284253359,0.125938,999,,,,,,,130.2,4.822222222,130.2,4.822222222,,,,,,,,,,,,,,,,,,,"Starling Marte","9241",516782
"Jahmai Jones","DET",14,60.2488,52.8194,12.7452,7.79874,2.51446,0.383222,2.04881,8.03771,6.63339,5.74414,0.0304642,15.13,0.909762,0.355573,0.419962,0.932402,1.04024,0.352275,0.241298,0.0953402,0.251125,0.379653,0.324244,0.419781,0.327779,0.744024,0.178482,5.49793,0.297154,,-0.0135486,7.67656,0.523647,107.932,-0.0135486,0,0.5490260003134608,-1.4643347263336182,0.124469,999,,,,,,,70.2,5.014285714,70.2,5.014285714,,,,,,,,,,,,,,,,,,,"Jahmai Jones","18872",663330
"Jorbit Vivas","WSN",27,115.279,102.514,25.0409,18.1156,4.99691,0.271419,1.65689,12.0616,11.3276,9.16918,0.219496,15.5577,2.34923,0.840298,0.406158,2.51174,1.77762,0.555206,0.244268,0.0795391,0.134957,0.589367,0.318259,0.346794,0.298859,0.665053,0.102527,4.11728,0.271466,,-0.0289932,11.995,-1.69124,87.2942,-0.0289932,-0.11,-1.7821619361639023,-0.7409524172544479,0.123836,999,,,,,,,104.3,3.862962962,104.3,3.862962962,,,,,,,,,,,,,,,,,,,"Jorbit Vivas","23917",678391
"J.C. Escarra","NYY",8,31.1292,27.9026,5.95375,4.04199,1.33085,0.0382313,0.542683,2.97107,2.91101,2.51491,0.0520475,5.70261,0.402736,0.238368,0.0706016,0.564955,0.168486,0.0516948,0.213376,0.0807894,0.183192,0.441011,0.285634,0.322161,0.273305,0.607795,0.108784,2.97252,0.24713,,-0.0241012,2.59642,-1.09933,71.9355,-0.0241012,0.54,-1.0524819623678923,1.1572839617729187,0.122991,999,,,,,,,26.9,3.3625,26.9,3.3625,,,,,,,,,,,,,,,,,,,"J.C. Escarra","20084",641555
"Pavin Smith","ARI",41,176.603,154.019,35.9853,23.4434,7.31654,0.165185,5.06016,20.2786,21.1481,20.23,0.476292,41.0551,0.87492,1.2925,0.185932,3.35169,0.78049,0.291372,0.233642,0.114551,0.232471,0.492752,0.32361,0.381853,0.313922,0.705463,0.148211,2.69931,0.283206,,-0.196787,20.5248,-0.441969,96.4611,-0.196787,-0.05,-0.9448496550321579,-3.578608799725771,0.122861,999,,,,,,,179.8,4.385365853,179.8,4.385365853,,,,,,,,,,,,,,,,,,,"Pavin Smith","19892",656976
"David Fry","CLE",16,66.6543,58.6819,13.4829,8.40069,2.68392,0.105515,2.29278,7.59066,8.16298,6.34198,0.172234,17.2505,1.06742,0.463205,0.0997042,1.05786,0.400984,0.143455,0.229762,0.0951475,0.258806,0.36764,0.313912,0.396309,0.31397,0.710221,0.166547,3.22687,0.282566,,-0.0615651,7.74917,-0.164214,99.9,-0.0615651,-0.01,-0.06941454578191042,-1.0964197013527155,0.12214,999,,,,,,,62.3,3.89375,62.3,3.89375,,,,,,,,,,,,,,,,,,,"David Fry","24934",681807
"Sean Keys","TOR",16,70.7518,62.5916,13.7974,8.36928,2.78792,0.106252,2.53396,8.2421,8.3196,6.45522,0.425104,18.7634,1.21273,0.390117,0.102159,1.12004,0.667439,0.140708,0.220436,0.0912375,0.2652,0.344033,0.303828,0.389825,0.305441,0.693653,0.169389,3.84796,0.270208,,-0.00700405,7.73808,-0.661777,93.4625,-0.00700405,0,-0.5514755514450371,-0.7642562985420227,0.121702,999,,,,,,,75.2,4.7,75.2,4.7,,,,,,,,,,,,,,,,,,,"Sean Keys","35094",815873
"Denzel Clarke","ATH",9,39.7478,36.1347,8.29426,5.53064,1.63517,0.281328,0.847126,4.92914,3.47557,2.62537,0.00902991,12.7078,0.520871,0.17889,0.287994,0.65945,1.13326,0.282319,0.229537,0.0660505,0.319711,0.206594,0.289928,0.360691,0.288752,0.650618,0.131154,6.43965,0.327222,,0.0643124,3.8113,-0.907676,78.5653,0.0643124,0.58,-0.9385932311415672,0.7188888639211655,0.121135,728.3300170898438,,,,,,,37.9,4.211111111,37.9,4.211111111,,,,,,,,,,,,,,,,,,,"Denzel Clarke","29858",672016
"Randal Grichuk","CHW",12,51.7944,47.6204,11.8576,6.96403,2.44251,0.136116,2.31492,6.13614,7.22449,3.25309,0.0812488,10.6465,0.511525,0.327448,0.0818926,0.862998,0.122689,0.0491035,0.249002,0.0628077,0.205553,0.305555,0.302097,0.451845,0.326306,0.753942,0.202843,2.91352,0.272753,,-0.0519228,6.53774,0.388563,106.916,-0.0519228,-0.07,0.3697107285261154,-1.0206172540783882,0.120813,999,,,,,,,55.8,4.65,55.8,4.65,,,,,,,,,,,,,,,,,,,"Randal Grichuk","10243",545341
"Masataka Yoshida","BOS",34,144.699,129.449,34.2929,24.3652,7.02553,0.206845,2.69533,16.0545,16.0427,11.4363,0.325625,17.6593,2.41997,1.16127,0.232915,3.80698,1.12817,0.374835,0.264915,0.0790349,0.122042,0.647606,0.33329,0.384849,0.319042,0.718139,0.119933,3.19822,0.286586,,-0.129137,17.4154,0.236346,97.9673,-0.129137,-0.02,-0.47536976635456085,-3.4929571337997913,0.119147,748.3300170898438,,,,,,,150.8,4.435294117,150.8,4.435294117,,,,,,,,,,,,,,,,,,,"Masataka Yoshida","31837",807799
"Alex Call","LAD",10,44.3821,38.3222,9.1255,6.3885,1.64862,0.233027,0.855347,5.57438,3.98506,4.58463,0.0374945,7.69838,0.655336,0.354896,0.465123,0.820415,0.678326,0.226418,0.238126,0.103299,0.173457,0.595532,0.327105,0.360267,0.309069,0.687372,0.122141,4.8591,0.274543,,-0.0190105,4.98412,-0.285057,94.6718,-0.0190105,0.16,-0.30206106416881084,0.029420703649520874,0.118651,999,,,,,,,47.5,4.75,47.5,4.75,,,,,,,,,,,,,,,,,,,"Alex Call","19296",669743
"Jesse Winker",,14,61,52.1404,12.3416,8.10506,2.28431,0.12496,1.82725,7.50546,6.58869,7.5208,0.241264,12.7547,0.718143,0.387782,0.232841,1.11505,0.931881,0.312979,0.236699,0.123292,0.209093,0.58965,0.338678,0.390437,0.325015,0.729115,0.153738,4.01171,0.277085,,-0.0278572,7.63609,0.393999,105.246,-0.0278572,-0.14,0.3520053457468748,-1.2682578712701797,0.117578,999,,,,,,,68.7,4.907142857,68.7,4.907142857,,,,,,,,,,,,,,,,,,,"Jesse Winker","13590",608385
"Anthony Seigler","BOS",18,75.8422,66.2943,15.2181,10.1785,3.6404,0.0948718,1.30432,8.28688,7.31846,8.19674,0.144247,14.9453,0.543967,0.575351,0.231895,1.26285,1.66094,0.577817,0.229554,0.108076,0.197058,0.548449,0.316872,0.346352,0.298491,0.663224,0.116799,4.1111,0.274867,,-0.00553109,7.86896,-1.13525,83.8637,-0.00553109,-0.43,-1.4461289853788912,-0.15222224593162537,0.111367,999,,,,,,,67,3.722222222,67,3.722222222,,,,,,,,,,,,,,,,,,,"Anthony Seigler","23802",678011
"Jared Young","NYM",40,168.395,150.768,34.4854,21.6266,7.03884,0.348109,5.47183,19.5014,19.2385,13.5993,0.241736,41.2591,2.45865,1.03633,0.532259,2.90302,1.73952,0.509996,0.228731,0.0807583,0.245014,0.329607,0.301099,0.388914,0.304735,0.690013,0.160183,3.89813,0.276125,,-0.0603016,18.3211,-1.67121,94.5241,-0.0603016,-0.04,-1.1640186421573162,-3.2232485190033913,0.109631,999,,,,,,,155.7,3.8925,155.7,3.8925,,,,,,,,,,,,,,,,,,,"Jared Young","20404",676724
"Graham Pauley","MIA",29,121.149,109.321,23.7312,14.8259,5.16677,0.234826,3.50363,12.2595,13.8713,9.40332,0.193964,27.5626,1.16171,0.877244,0.385105,1.67475,1.37583,0.471471,0.217077,0.077618,0.227511,0.341162,0.283995,0.364782,0.286878,0.648777,0.147705,3.74657,0.255617,,-0.0525149,11.4332,-2.9499,77.8539,-0.0525149,0.39,-3.2638722471892834,0.3580334819853306,0.104316,999,,,,,,,109.4,3.772413793,109.4,3.772413793,,,,,,,,,,,,,,,,,,,"Graham Pauley","31363",688363
"Moisés Ballesteros","CHC",19,79.7251,71.5778,18.0514,12.1391,3.4301,0.0584928,2.42363,9.09118,10.0183,6.92557,0.361223,15.2711,0.451425,0.642334,0.127987,1.64571,0.248167,0.0980814,0.252192,0.0868681,0.191547,0.453508,0.319463,0.403328,0.31723,0.722791,0.151136,2.48774,0.286614,,-0.0919451,9.47873,0.0135425,101.456,-0.0919451,0,0.04702316224575043,-1.6126543283462524,0.103857,594.3599853515625,,,,,,,77.3,4.068421052,77.3,4.068421052,,,,,,,,,,,,,,,,,,,"Moises Ballesteros","28820",694208
"Rafael Flores Jr.","PIT",6,25.3921,22.9352,5.32316,3.62064,1.04704,0.0551098,0.600365,2.66569,2.7341,2.0881,0.0320809,7.07015,0.195298,0.136013,0.0375409,0.464718,0.117002,0.0262431,0.232096,0.0822343,0.278438,0.295341,0.300007,0.361083,0.294178,0.66109,0.128988,3.11151,0.306661,,-0.0184213,2.54608,-0.468548,82.2408,-0.0184213,0.29,-0.5581736862659454,0.7529629468917847,0.103513,999,,,,,,,23.3,3.883333333,23.3,3.883333333,,,,,,,,,,,,,,,,,,,"Rafael Flores Jr.","31991",804668
"Rodolfo Durán","SDP",10,37.9761,34.8168,7.74161,5.03972,1.52977,0.121005,1.05112,3.87557,4.17823,2.28495,0.102513,9.02831,0.337057,0.248535,0.288815,0.640152,0.23526,0.0801514,0.222353,0.060168,0.237736,0.253087,0.274989,0.363812,0.28057,0.638801,0.141459,3.63554,0.267771,,-0.025938,3.39039,-1.11824,78.6499,-0.025938,0,-0.9964107889682055,0.7716049551963806,0.102387,999,,,,,,,31,3.1,31,3.1,,,,,,,,,,,,,,,,,,,"Rodolfo Duran","20958",660710
"Bryan Torres","STL",17,73.2003,65.5795,16.9245,12.8392,3.19798,0.194464,0.692871,8.19576,6.23524,5.96348,0.158613,12.6978,0.390722,0.49646,0.770094,1.67992,1.7881,0.495177,0.258076,0.081468,0.173466,0.469648,0.321395,0.344467,0.298324,0.665862,0.0863916,4.66539,0.308086,,0.0526625,7.58495,-1.10559,89.0498,0.0526625,0,-0.9067571461200714,-0.4872134029865265,0.0997779,999,,,,,,,69.1,4.064705882,69.1,4.064705882,,,,,,,,,,,,,,,,,,,"Bryan Torres","21464",663494
"Isiah Kiner-Falefa","BOS",16,68.8568,63.2021,15.9745,12.7777,2.37072,0.305944,0.520144,7.33442,5.39304,3.64686,0.0594234,11.1881,0.780866,0.405722,0.683755,1.57474,2.06854,0.692459,0.252752,0.052963,0.162484,0.325959,0.299876,0.324634,0.279784,0.624509,0.0718812,5.45364,0.297774,,0.0372332,6.10361,-2.07126,71.0257,0.0372332,0.39,-2.31125795468688,0.844840794801712,0.0995573,746.1500244140625,,,,,,,57.8,3.6125,57.8,3.6125,,,,,,,,,,,,,,,,,,,"Isiah Kiner-Falefa","16512",643396
"Thomas Saggese","STL",10,41.5461,38.0264,9.40823,6.48669,1.80073,0.262137,0.858676,4.64171,4.34227,2.63724,0.049476,10.5227,0.418132,0.307104,0.157229,0.609624,0.546783,0.173225,0.247413,0.0634774,0.253278,0.250623,0.301134,0.376298,0.298766,0.677432,0.128885,4.87334,0.317213,,-0.0122766,4.31982,-0.612653,89.3483,-0.0122766,-0.03,-0.5419683372601867,0.15004114992916584,0.0971834,999,,,,,,,38.5,3.85,38.5,3.85,,,,,,,,,,,,,,,,,,,"Thomas Saggese","27883",695336
"Matt Wallner","MIN",15,62.5787,54.6817,11.6809,6.40046,2.51885,0.0352872,2.72629,7.62429,7.94999,5.93478,0.0848423,20.3865,1.55287,0.358135,0.0512673,0.823267,0.425413,0.173142,0.213616,0.0948371,0.325774,0.291113,0.306562,0.410543,0.31642,0.717105,0.196927,3.24615,0.280471,,-0.0592612,7.39918,-0.0303455,99.6267,-0.0592612,-0.4,-0.08675932697951794,-1.1919103562831879,0.0959698,340.5899963378906,,,,,,,73.1,4.873333333,73.1,4.873333333,,,,,,,,,,,,,,,,,,,"Matt Wallner","26466",670242
"Spencer Jones","NYY",17,75.3127,68.0578,14.4124,8.66764,2.86694,0.171295,2.7065,8.96037,8.54276,6.19819,0.11072,28.6177,0.604302,0.373548,0.0788601,0.872962,1.86723,0.430273,0.211767,0.0822995,0.379986,0.216586,0.281986,0.378229,0.291102,0.660215,0.166462,5.2444,0.315462,,0.114689,7.36447,-1.57687,84.1494,0.114689,0,-1.2905255407094955,-0.45314252376556396,0.0946955,999,,,,,,,72.1,4.24117647,72.1,4.24117647,,,,,,,,,,,,,,,,,,,"Spencer Jones","31532",682987
"Harry Ford","WSN",6,23.8508,20.9949,4.75284,3.20091,0.998333,0.0638145,0.489776,2.56095,2.43201,2.32814,0.0279202,5.79495,0.325518,0.150393,0.0518079,0.405795,0.430113,0.0760115,0.22638,0.0976126,0.242967,0.401753,0.31121,0.349995,0.297286,0.661205,0.123615,4.67141,0.28687,,0.023884,2.45142,-0.380217,86.2326,0.023884,0.05,-0.36914612725377083,0.512962955981493,0.0932528,725.52001953125,,,,,,,15.9,2.65,15.9,2.65,,,,,,,,,,,,,,,,,,,"Harry Ford","29958",695670
"Edgar Quero","CHW",15,60.7588,54.4377,13.1039,9.72695,2.24706,0.0253972,1.1045,5.95224,5.96773,4.69849,0.0748178,11.6618,0.845204,0.593617,0.183777,1.43215,0.153491,0.0905771,0.240714,0.0773301,0.191936,0.402895,0.307843,0.343792,0.29198,0.651635,0.103078,2.05344,0.283909,,-0.0868913,5.9844,-1.22906,83.358,-0.0868913,-0.54,-1.2771527767181396,0.03261208534240723,0.0928683,475.1000061035156,,,,,,,52,3.466666666,52,3.466666666,,,,,,,,,,,,,,,,,,,"Edgar Quero","28022",700337
